fire_name,fire_size,fire_size_class,Cause,latitude,longitude,state,discovery_month,putout_time,discovery_year,Vegetation,fire_mag,Temp_cont,Wind_cont,Hum_cont,remoteness
ALLENTOWN5,3392.5,F,Lightning,35.2384,-109.1456,AZ,Jun,2,1996,15,50,22.39791667,2.939583333,18.77083333,0.223215204
SIMNASHO,118230,G,Equipment Use,44.9832,-121.3512,OR,Aug,40,1996,15,100,24.51851852,4.056701031,46.22886598,0.163135303
TIMBERLINE,15238,G,Miscellaneous,48.3832,-119.3345,WA,Aug,12,1996,15,100,-1,-1,-1,0.148480897
SHARPSFIRE,4000,F,Lightning,48.6,-112.9843,MT,Aug,2,1996,16,50,-1,-1,-1,0.047350617
LASTSTAND,4290,F,Railroad,45.7166,-107.7507,MT,Jul,0,1996,15,50,0,0,0,0.064880458
COLFAX,7162,G,Equipment Use,45.6089,-107.8034,MT,Aug,4,1996,15,100,24.01904762,2.610714286,36.17857143,0.065871655
ROLLOVER,10095,G,Equipment Use,45.5,-107.3673,MT,Oct,6,1996,9,100,7.48962963,3.120740741,57.65909091,0.073749888
CHINO WELL,8260,G,Miscellaneous,33.1723,-105.7283,NM,Apr,28,1996,16,100,0,0,0,0.312052178
WHITESPRG,4263,F,Arson,34.1848,-110.5185,AZ,Apr,1,1996,16,50,20.25,6.133333333,11,0.221416079
PETAN/DRY,8740,G,Lightning,41.8774,-116.3148,NV,Aug,2,1996,15,100,16.1,3.2,27.9,0.054400528
HILLBILLY,14200,G,Arson,63.9543,-146.5323,AK,May,19,1996,0,100,11.4627193,3.142731278,50.97782705,0.587888943
603159,5200,G,Smoking,60.4494,-150.2188,AK,May,6,1996,0,100,0,0,0,0.636194301
631305 STE,4000,F,Lightning,65.3256,-150.8758,AK,May,73,1996,0,50,15.96299213,1.5008,74.94915254,0.634580027
632321,66560,G,Arson,63.9399,-146.369,AK,May,90,1996,0,100,15.4481276,2.88931083,58.66008463,0.586041099
601351MILL,37336,G,Fireworks,61.6161,-149.8522,AK,Jun,8,1996,0,100,-1,-1,-1,0.629314531
631360,12760,G,Debris Burning,65.5663,-144.9025,AK,Jun,9,1996,0,100,-1,-1,-1,0.570495801
603411,17510,G,Debris Burning,60.0994,-151.2022,AK,Jun,7,1996,0,100,8.826582278,1.668987342,69.01265823,0.649537404
613415,6710,G,Debris Burning,63.2497,-142.4189,AK,Jun,9,1996,0,100,10.92643678,3.966666667,60.06896552,0.540308557
WINDY CREE,10331,G,Lightning,65.5996,-147.5525,AK,Jun,44,1996,0,100,18.30776119,3.097553517,52.40184049,0.59875033
631459,39116,G,Lightning,65.5422,-144.0344,AK,Jun,94,1996,0,100,-1,-1,-1,0.561214736
631460  BI,48600,G,Lightning,66.3361,-143.6359,AK,Jun,89,1996,0,100,19.65703704,2.674074074,52.62222222,0.558062838
604463,4200,F,Lightning,62.266,-157.5691,AK,Jun,21,1996,0,50,12.30712251,1.71884058,58.54202899,0.719971367
632469,25433,G,Lightning,64.2661,-151.3524,AK,Jun,98,1996,0,100,17.68478261,1.694444444,67.97647059,0.641762253
632472,5630,G,Lightning,65.8451,-148.9328,AK,Jun,64,1996,0,100,13.17857143,0.357142857,0,0.613247785
632482,59063,G,Lightning,64.8661,-151.9197,AK,Jun,98,1996,0,100,18.08038793,3.215250545,56.58951965,0.646767165
SLED ROADS,4000,F,Lightning,63.8828,-151.3023,AK,Jun,50,1996,0,50,0,0,0,0.641982421
HOCHANDOCT,4220,F,Lightning,65.5386,-154.7043,AK,Jun,20,1996,0,50,14.47203791,2.465242165,59.51946819,0.674921551
CIRC MOUNT,34665,G,Lightning,65.7499,-143.9858,AK,Jun,86,1996,0,100,19.4375,2.651470588,52.90441176,0.560942906
DAVID CREE,4690,F,Lightning,67.0864,-141.866,AK,Jun,24,1996,0,50,16.24545455,1.910606061,55.18181818,0.541482521
SETHKOKNA,5800,G,Lightning,63.8208,-153.5868,AK,Jun,50,1996,0,100,-1,-1,-1,0.667973363
DEADMAN IS,33490,G,Lightning,66.5663,-146.486,AK,Jun,86,1996,0,100,16.06488223,2.108351178,56.09207709,0.587612294
42 MILE CR,41410,G,Lightning,66.7663,-147.9527,AK,Jun,85,1996,0,100,12.62222222,1.166666667,0,0.602599031
YELLOW CRE,9680,G,Lightning,65.7299,-146.7033,AK,Jun,89,1996,0,100,-1,-1,-1,0.589713126
632521,22665.9,G,Lightning,66.538,-143.5293,AK,Jun,89,1996,0,100,16.14539615,2.255246253,56.35331906,0.5572671
631588 ANT,9300,G,Lightning,64.3261,-155.0382,AK,Jul,33,1996,0,100,-1,-1,-1,0.682578159
SLENDER SM,39660,G,Lightning,65.9496,-146.6859,AK,Jul,64,1996,0,100,15.14413076,2.526300149,60.52309985,0.589552606
603749,3250,F,Campfire,57.5493,-154.1523,AK,Oct,4,1996,0,50,-1,-1,-1,0.696977186
SKYLINE,19839,G,Powerline,36.0333,-120.101,CA,Apr,0,1996,0,100,-1,-1,-1,0.106741109
PANOCHE II,18340,G,Powerline,36.6166,-120.6677,CA,Apr,1,1996,0,100,-1,-1,-1,0.119742479
HWY 41,3100,F,Arson,35.9166,-120.9177,CA,May,0,1996,15,50,0,0,0,0.123463434
HWY 33 II,4000,F,Arson,35.8166,-120.0093,CA,May,1,1996,15,50,-1,-1,-1,0.104367103
MESA CMPLX,4500,F,Arson,35.4333,-118.9176,CA,May,0,1996,15,50,0,0,0,0.080754171
MERCY,16820,G,Equipment Use,36.9166,-120.7344,CA,Jun,1,1996,0,100,24.79,3.98,36.1,0.121795287
GILBRETH,3500,F,Arson,35.6833,-119.5843,CA,Jul,0,1996,15,50,0,0,0,0.095228914
BASE LINE,4000,F,Lightning,37.8999,-120.551,CA,Aug,2,1996,0,50,-1,-1,-1,0.120536859
KEYSTONE,5600,G,Lightning,37.8499,-120.501,CA,Aug,2,1996,0,100,-1,-1,-1,0.119390603
ROGGE,22080,G,Lightning,37.8999,-120.1344,CA,Aug,15,1996,0,100,0,0,0,0.112122158
KAWEAH,4479,F,Equipment Use,36.4499,-118.9843,CA,Aug,19,1996,0,50,25.59868421,1.817105263,54.45394737,0.084667709
BANOS,4380,F,Lightning,36.7999,-120.8844,CA,Oct,2,1996,0,50,-1,-1,-1,0.124607726
WHITEOAK,7150,G,Miscellaneous,34.9777,-118.4526,CA,Jul,2,1996,16,100,31.89361702,7.480851064,17.87234043,0.086067084
WOLFSKILL,12395,G,Debris Burning,33.8692,-116.9011,CA,Aug,4,1996,16,100,31.73076923,4.673076923,36.11538462,0.129518195
CORRAL,6000,G,Lightning,41.2832,-119.801,NV,Aug,4,1996,15,100,23,2.954545455,43.81818182,0.117368102
O'PINION,13775,G,Lightning,40.3166,-108.3645,CO,Aug,6,1996,14,100,-1,-1,-1,0.145771093
HATCHET,5580,G,Lightning,39.4,-108.6673,CO,Jul,6,1996,0,100,28.38095238,2.061904762,0,0.157086888
SINKERBUTT,9164,G,Equipment Use,43.2121,-116.4251,ID,Jun,2,1996,9,100,21.60625,2.9375,38.41666667,0.064337622
NOTCHBUTTE,24608,G,Equipment Use,42.6513,-115.1853,ID,Jul,1,1996,4,100,-1,-1,-1,0.038151591
BROWNSGLCH,22374,G,Lightning,42.8332,-115.6354,ID,Jul,1,1996,4,100,29,2.844,19.33333333,0.047554797
COYOTEBT.,18165,G,Lightning,43.35783,-116.32459,ID,Jul,1,1996,9,100,25.08888889,3.211111111,50.48148148,0.063410213
YOTE BUTTE,5552,G,Miscellaneous,43.3366,-116.3426,ID,Aug,1,1996,9,100,27.59166667,3.033333333,31.25,0.063605349
ANTELOPE,4000,F,Lightning,42.2649,-114.8242,ID,Aug,1,1996,9,50,26.53333333,5.926666667,21.86666667,0.029040012
APPLEVALLE,9748,G,Miscellaneous,43.8349,-116.8357,ID,Aug,1,1996,9,100,-1,-1,-1,0.075629009
BASE,3100,F,Lightning,43.1082,-115.8534,ID,Aug,1,1996,9,50,29,4.833333333,38.875,0.053270399
3 CR. WELL,25315,G,Miscellaneous,42.2982,-115.3592,ID,Aug,2,1996,9,100,22.25806452,4.680645161,26.2,0.039133421
SWINTRCAMP,5834,G,Lightning,42.5566,-115.5242,ID,Aug,2,1996,4,100,25.82,3.938,37.7,0.043781873
CRANEFALLS,4004,F,Lightning,42.9582,-115.9259,ID,Aug,2,1996,4,50,25.82,3.938,37.7,0.053653238
CANYON CR.,23024,G,Lightning,43.0616,-115.9459,ID,Aug,1,1996,9,100,26.25,4.604166667,31.625,0.054664458
KUNA,5756,G,Lightning,43.4366,-116.4443,ID,Aug,1,1996,9,100,27.724,3.768,26.2,0.066074
OTA 18,8199.5,G,Lightning,43.21091,-116.14802,ID,Aug,0,1996,9,100,0,0,0,0.059282442
OTA 21,13091.4,G,Lightning,43.1861,-116.04665,ID,Aug,0,1996,9,100,0,0,0,0.057281273
COTTONWOOD,3123,F,Lightning,45.8832,-116.3176,ID,Aug,2,1996,15,50,0,0,0,0.080160929
INEL#5,12107,G,Lightning,43.4707,-112.6897,ID,Jul,2,1996,9,100,-1,-1,-1,0.030214138
MABEY,3124,F,Lightning,42.7699,-111.8158,ID,Aug,2,1996,4,50,21.57894737,3.936842105,40.38888889,0.054305873
COX'S WELL,206202.6,G,Lightning,43.2171,-113.2342,ID,Aug,6,1996,9,100,17.23863636,3.453409091,37.32954545,0.026329661
MULEBUTTE1,4000,F,Lightning,43.101,-113.3131,ID,Sep,0,1996,9,50,0,0,0,0.027039905
MULEBUTTE2,5600,G,Lightning,43.0574,-113.2933,ID,Sep,2,1996,9,100,19.15384615,2.023076923,64.92307692,0.028031589
RICHFIELDS,178459,G,Lightning,43.0716,-114.0923,ID,Jul,7,1996,9,100,-1,-1,-1,0.021026844
DAVIS MTN,19818,G,Equipment Use,43.1832,-114.9176,ID,Jul,5,1996,9,100,-1,-1,-1,0.036744552
LAKEWALCOT,12986,G,Lightning,42.033,-113.8178,ID,Aug,3,1996,9,100,13.42857143,3,70.57142857,0.036898785
ELBA,11320,G,Debris Burning,42.2666,-113.5842,ID,Aug,6,1996,9,100,17.96774194,2.519354839,58.38709677,0.036546166
NORTH WAPI,10201,G,Lightning,42.6499,-113.1508,ID,Sep,1,1996,4,100,21.16666667,1.883333333,60.33333333,0.036703864
NWENDELL,3310,F,Miscellaneous,42.8327,-114.7142,ID,Sep,0,1996,4,50,-1,-1,-1,0.030711978
TIP TOP,16261,G,Equipment Use,43.4166,-114.4509,ID,Oct,10,1996,9,100,10.64197531,3.4,38.24691358,0.029900006
ROSBUD CK,30700,G,Lightning,46.0144,-106.2845,MT,Aug,5,1996,9,100,-1,-1,-1,0.08055379
FT. KEOGH,3500,F,Lightning,46.2739,-105.8317,MT,Aug,0,1996,9,50,-1,-1,-1,0.082634021
ROBINSON,3500,F,Lightning,46.0333,-105.3005,MT,Aug,1,1996,9,50,-1,-1,-1,0.093884764
SLAVEN II,35932,G,Lightning,40.4332,-116.8176,NV,Aug,6,1996,14,100,29,4.568421053,13.92105263,0.056344257
DESERTPEAK,4500,F,Lightning,39.2066,-118.846,NV,Jun,3,1996,0,50,25.93055556,3.095833333,30.5,0.090668862
SUNRISE,3656,F,Fireworks,39.1782,-119.466,NV,Jul,3,1996,0,50,21.79444444,2.008333333,35.02777778,0.102817247
SHEEP#1,3642,F,Lightning,40.8652,-116.9109,NV,Jun,3,1996,15,50,30.35714286,4.785714286,17.4,0.060248279
DIVISION,30450,G,Lightning,41.6316,-114.3417,NV,Aug,9,1996,15,100,22.99236641,5.082442748,27.8671875,0.035688014
GOLDQUARRY,5001,G,Lightning,40.8332,-116.1509,NV,Aug,4,1996,15,100,23.06122449,2.586597938,34.49484536,0.045573883
TUNNEL,6109,G,Lightning,40.7333,-116.0009,NV,Aug,4,1996,15,100,23.06122449,2.586597938,34.49484536,0.042188925
SUSIE,12290,G,Lightning,40.8332,-116.0509,NV,Aug,4,1996,15,100,23.06122449,2.586597938,34.49484536,0.043666195
OREGON,10026,G,Lightning,41.3166,-116.8843,NV,Aug,8,1996,15,100,29,4.568421053,13.92105263,0.062035295
BOBS FLAT,27972.2,G,Lightning,40.6666,-116.3676,NV,Aug,6,1996,15,100,29,4.568421053,13.92105263,0.048859631
UP BOULDER,4059,F,Lightning,40.8507,-116.3787,NV,Aug,5,1996,15,50,28.88235294,4.623529412,14.14705882,0.050011451
FRENCHIE,29135,G,Lightning,40.5274,-116.2579,NV,Sep,3,1996,15,100,19.02857143,2.791428571,33.7,0.04605182
MULE,17400,G,Lightning,38.3333,-114.7508,NV,Jun,1,1996,0,100,20.7125,2.641666667,36.5,0.084617024
BOYD,5275,G,Railroad,37.4,-114.5675,NV,Jun,6,1996,0,100,0,0,0,0.103376857
MAYNARD,6607,G,Lightning,37.1666,-114.9008,NV,Jun,7,1996,0,100,29.85185185,5.014814815,17.66666667,0.102347196
SHOEMAKE,13800,G,Lightning,37.3333,-114.2008,NV,Aug,19,1996,0,100,0,0,0,0.110080149
SILVER STA,3484,F,Lightning,41.1405,-117.976,NV,Jun,1,1996,15,50,23.55,4.045833333,29.20833333,0.08190828
FLAT CR.,14440,G,Lightning,41.7363,-117.7404,NV,Jul,3,1996,15,100,26.92191781,2.82739726,26.73972603,0.080386325
ROCK HILL,5571,G,Lightning,40.6621,-117.9757,NV,Jul,1,1996,15,100,29.525,2.625,20.25,0.07969739
HUMBOLDT,18800,G,Lightning,41.3413,-117.1215,NV,Aug,5,1996,15,100,24.90325203,3.717886179,38.2601626,0.066655217
LITTLEVALL,5172,G,Lightning,39.9052,-119.2179,NV,Aug,2,1996,0,100,26.85416667,3.541666667,40.60416667,0.100610089
KINGS 2,13469,G,Lightning,41.911,-118.3013,NV,Aug,5,1996,15,100,-1,-1,-1,0.091825592
GETCHELL,26598,G,Lightning,41.2999,-117.2676,NV,Aug,8,1996,15,100,22.23826531,3.476020408,26.57948718,0.069208276
DUTCH FLAT,67643,G,Lightning,41.1332,-117.4843,NV,Aug,7,1996,15,100,22.53976608,3.543859649,26.75294118,0.072503149
N CHIMNEY,16600,G,Lightning,41.4891,-117.0637,NV,Aug,4,1996,15,100,22.76185567,3.76185567,27.69791667,0.06633882
2 FORKS,3680,F,Lightning,41.4832,-117.0676,NV,Aug,3,1996,15,50,22.73287671,3.649315068,26.73611111,0.066381249
WMCAMT3,21367,G,Lightning,41.0438,-117.9443,NV,Aug,4,1996,15,100,22.76185567,3.76185567,27.69791667,0.080850428
BLOODRUN2,33665,G,Lightning,41.1166,-117.7843,NV,Aug,5,1996,15,100,22.75206612,3.628099174,27.8,0.078140232
COYOTE,5409,G,Lightning,41.6055,-118.1852,NV,Aug,3,1996,15,100,22.73287671,3.649315068,26.73611111,0.08811678
SPAULDING2,10486,G,Arson,40.5896,-117.7093,NV,Sep,2,1996,15,100,15.70416667,1.69375,34.14583333,0.074242854
ARCHULETA,15356,G,Lightning,36.9964,-107.0467,NM,Jun,11,1996,0,100,20.47865169,3.324344569,41.16104869,0.223153661
BURNT FLAT,4966,F,Lightning,43.0118,-118.3044,OR,Jul,5,1996,9,50,-1,-1,-1,0.097613231
SKULL CR,5326.6,G,Lightning,42.3999,-118.8294,OR,Jul,3,1996,9,100,-1,-1,-1,0.104162503
ROCKY FORD,10986.7,G,Lightning,43.1702,-118.7841,OR,Jul,2,1996,9,100,-1,-1,-1,0.107284514
BUZZARD,7799.4,G,Lightning,43.2202,-119.4397,OR,Jul,2,1996,9,100,0,0,0,0.1196008
KIGER CR,4572.9,F,Lightning,42.9818,-118.6291,OR,Jul,4,1996,4,50,-1,-1,-1,0.103436286
SKELETON,17739,G,Lightning,43.9498,-121.1511,OR,Aug,0,1996,9,100,-1,-1,-1,0.154514835
BOGUS CR,57160,G,Lightning,43.0665,-117.6343,OR,Jul,4,1996,9,100,-1,-1,-1,0.085596711
CEDAR MT,6218,G,Lightning,43.3188,-117.7149,OR,Aug,7,1996,9,100,-1,-1,-1,0.088507025
COW HLW,31295,G,Lightning,43.8499,-117.2677,OR,Aug,5,1996,9,100,-1,-1,-1,0.083513748
BRN BT 2,8616,G,Lightning,43.6754,-117.1221,OR,Aug,5,1996,9,100,-1,-1,-1,0.079824433
LIT OWYHEE,8967,G,Lightning,42.9499,-117.6177,OR,Aug,2,1996,4,100,-1,-1,-1,0.084634364
CHINA GU,5985,G,Lightning,42.7518,-117.6413,OR,Aug,2,1996,4,100,-1,-1,-1,0.083963842
HAT BU,13087,G,Lightning,43.298379,-118.232451,OR,Aug,6,1996,9,100,-1,-1,-1,0.097857184
HONEY BOY,10476,G,Lightning,38.3319,-112.9861,UT,Aug,13,1996,0,100,22.60810811,4.613513514,28.01351351,0.11121942
CUNNINGHAM,14854,G,Lightning,38.4344,-112.7255,UT,Aug,8,1996,0,100,19.53846154,3.707692308,38.64102564,0.113374105
LTL SAHARA,37923.4,G,Lightning,39.7058,-112.2808,UT,Jun,8,1996,0,100,22.56415094,5.532692308,27.61538462,0.098365273
TWIN,41862.7,G,Lightning,38.6241,-112.6269,UT,Jul,11,1996,0,100,25.6875,2.19125,39.65,0.111603366
EIGHTMILE,3788.6,F,Lightning,39.2197,-112.213,UT,Jul,4,1996,0,50,28.12903226,2.309677419,34.03225806,0.107626511
CHERRY CK,11482.3,G,Lightning,39.7333,-112.4008,UT,Jul,7,1996,0,100,23.97959184,3.085714286,46.51020408,0.09611327
LEAMINGTON,28442,G,Lightning,39.5011,-112.2244,UT,Aug,16,1996,0,100,23.25287356,2.625287356,31.50574713,0.102673896
WASH,89148.9,G,Lightning,39.628,-112.1191,UT,Aug,15,1996,0,100,22.9,2.60375,31.525,0.10209014
ERICCOMPLX,9995,G,Lightning,39.7936,-112.3183,UT,Aug,3,1996,0,100,28.63636364,4.963636364,27.72727273,0.096322216
EAST SAGE,18750,G,Lightning,39.5211,-111.9927,UT,Aug,15,1996,0,100,22.9,2.60375,31.525,0.10578541
FRISCOPEAK,3835,F,Lightning,38.6675,-113.1091,UT,Aug,5,1996,0,50,20.37037037,3.87037037,31.77777778,0.103631575
SARAH,4626.1,F,Lightning,39.6311,-112.2611,UT,Aug,9,1996,0,50,23.02,2.89,33.14,0.099923302
ROUND TOP,3840,F,Equipment Use,40.0999,-112.7841,UT,Jun,1,1996,14,50,25.02222222,3.233333333,19.11111111,0.084227521
SOLDIER PS,7620,G,Lightning,40.2166,-111.9341,UT,Jun,13,1996,14,100,20.70746269,3.655223881,43.67910448,0.094893256
SHEEP ROCK,9283,G,Lightning,39.90848,-112.61989,UT,Jun,6,1996,0,100,22.10512821,5.417948718,27.23076923,0.089893492
SILVERHILL,25000,G,Lightning,40.9022,-112.9539,UT,Jul,2,1996,15,100,-1,-1,-1,0.068297715
DAVIS KNOL,28540,G,Lightning,40.1333,-112.6675,UT,Jul,4,1996,14,100,23.96774194,2.574193548,47.38709677,0.085401283
GOSHUTE,4800,F,Lightning,40.4166,-112.7341,UT,Jul,2,1996,14,50,-1,-1,-1,0.079659646
SIMPSON,4505,F,Miscellaneous,40.0666,-112.7841,UT,Jul,3,1996,14,50,29.47058824,2.752941176,20.94117647,0.084787156
CAMP FLOYD,5542,G,Lightning,40.2166,-112.2508,UT,Aug,2,1996,14,100,25.89583333,2.889583333,39.91666667,0.090193679
TEDDY BEAR,18540,G,Miscellaneous,40.1166,-112.7675,UT,Aug,5,1996,14,100,18.03571429,2.925,34.03571429,0.084193999
SOUTH DUGW,3400,F,Lightning,39.9999,-112.7341,UT,Aug,2,1996,0,50,22,4.007692308,46.30769231,0.08665333
DEATH RDG,5000,G,Miscellaneous,41.1833,-112.8675,UT,Sep,1,1996,15,100,-1,-1,-1,0.064914119
TABBY MTN,5500,G,Lightning,40.7999,-112.5008,UT,Sep,3,1996,15,100,-1,-1,-1,0.076716504
ELEPHANT 2,5830,G,Equipment Use,46.4999,-120.3345,WA,Jun,0,1996,9,100,0,0,0,0.15346417
JUNIPER,8480,G,Equipment Use,46.3665,-118.8678,WA,Jun,1,1996,9,100,19.65,3.188888889,44.88888889,0.127352988
QUINCY,8450,G,Lightning,47.2999,-119.9512,WA,Aug,0,1996,15,100,0,0,0,0.151731734
COLD CREEK,57520,G,Miscellaneous,46.5999,-119.9178,WA,Aug,4,1996,15,100,27.83205128,4.861538462,27.17948718,0.146873344
LINCOLN,20080,G,Debris Burning,47.4999,-118.7678,WA,Aug,2,1996,15,100,23.78571429,4.982142857,38.64285714,0.133061339
GEARY D. 2,14700,G,Lightning,42.8833,-106.1339,WY,Aug,2,1996,4,100,-1,-1,-1,0.134388658
SPRING CR.,4000,F,Arson,42.3833,-104.8505,WY,Aug,1,1996,9,50,-1,-1,-1,0.161120065
HEPP,3068,F,Lightning,44.5666,-106.2839,WY,Aug,1,1996,15,50,-1,-1,-1,0.104208514
BONER,53930,G,Lightning,42.9,-105.6672,WY,Sep,1,1996,4,100,-1,-1,-1,0.140744718
COLE CREEK,9290,G,Equipment Use,42.9166,-106.1672,WY,Sep,1,1996,4,100,-1,-1,-1,0.133353787
CEDAR RIDG,4525,F,Lightning,43.85,-107.884,WY,Aug,1,1996,9,50,26.5,3.577777778,28.77777778,0.093356299
BATES,38858,G,Lightning,43.55,-107.5673,WY,Aug,5,1996,9,100,24.86746988,2.657831325,32.62650602,0.102824968
WILLOW,4793.1,F,Lightning,43.7333,-107.4173,WY,Aug,4,1996,9,50,25.27272727,2.398484848,30.68181818,0.101929031
EBLACK MTN,48843.6,G,Lightning,43.65,-107.734,WY,Aug,4,1996,9,100,25.27272727,2.398484848,30.68181818,0.098793251
NBROKENBAC,3741,F,Lightning,44.1666,-107.384,WY,Aug,6,1996,15,50,24.41584158,2.441584158,33.9009901,0.095255765
CHAPIN 5,4781,F,Lightning,37.2294,-108.5004,CO,Aug,6,1996,0,50,20.54887218,3.033834586,32.67669173,0.197452199
POTTER 1,13000,G,Missing/Undefined,35.5367,-101.7744,TX,Mar,0,1996,15,100,0,0,0,0.327103934
WILDCAT,5830,G,Lightning,37.34194,-113,UT,Jul,9,1996,0,100,0,0,0,0.128076282
CALABASAS,13190,G,Powerline,34.1333,-118.6843,CA,Oct,9,1996,16,100,0,0,0,0.097352468
BLOCK B,3343,F,Miscellaneous,25.406889,-80.716082,FL,Feb,28,1996,12,50,19.49752705,4.374418605,71.48346457,0.825032378
CARD SOUND,3040,F,Miscellaneous,25.38506,-80.48217,FL,Mar,5,1996,12,50,22.84521739,5.450442478,70.41441441,0.828692663
OTAY322,14720,G,Campfire,32.6439342,-116.8435448,CA,Oct,6,1996,12,100,18.21333333,3.285333333,51.06756757,0.152319632
GATTON,6000,G,Arson,38.3,-98.51666667,KS,Apr,0,1996,0,100,0,0,0,0.323294237
ALKALIE,10031,G,Miscellaneous,47.416,-107.933,MT,Sep,4,1996,15,100,14,0,0,0.036385253
SAN PEDRO,5975,G,Miscellaneous,33.866,-106.858,NM,Jun,3,1996,16,100,27.06575342,3.690410959,20.80821918,0.282396254
CATNIP,5120,G,Debris Burning,41.86861111,-119.3502778,NV,Oct,3,1996,15,100,16.72222222,1.777777778,44.83333333,0.111374164
POWDERVILLE,62000,G,Missing/Undefined,45.838158,-105.115822,MT,Aug,13,1996,15,100,-1,-1,-1,0.099624268
THEDFORD,9000,G,Smoking,42,-100.5,NE,Mar,1,1997,15,100,18.83333333,4.791666667,40,0.228985115
LOGAN,49490,G,Miscellaneous,35.14166667,-120.1683333,CA,Aug,12,1997,15,100,20.50900901,3.547297297,70.47685185,0.106344353
CHOKE,4100,F,Lightning,36.825,-118.7616667,CA,Aug,6,1997,0,50,26.10137931,3.704827586,30.05517241,0.081132986
030 KISATCHIE HILLS,3134,F,Arson,31.5,-93,LA,Sep,2,1997,12,50,-1,-1,-1,0.530371652
ROCKY,4000,F,Lightning,33.115,-107.9983333,NM,Apr,102,1997,16,50,-1,-1,-1,0.278953877
LILLY,25000,G,Lightning,33.275,-108.3683333,NM,Apr,131,1997,16,100,-1,-1,-1,0.270442634
BAKER,6317,G,Debris Burning,33.76833333,-117.66,CA,Oct,7,1997,16,100,23.08470588,2.372941176,31.49404762,0.119619527
PAUBA,7231,G,Campfire,33.495,-117.0066667,CA,Aug,3,1997,16,100,0,0,0,0.134556423
JACKS,5693,G,Lightning,35.61,-118.1166667,CA,Aug,9,1997,15,100,30.4954955,3.148648649,0,0.080192869
CANYON 2,5200,G,Equipment Use,34.16333333,-117.905,CA,Jul,7,1997,16,100,0,0,0,0.108839412
NARROWS,18186,G,Debris Burning,34.28333333,-117.75,CA,Aug,10,1997,16,100,21.11111111,3.488888889,37.66666667,0.10910564
HEMLOCK,3737,F,Miscellaneous,34.15666667,-117.2333333,CA,Jul,4,1997,16,50,-1,-1,-1,0.119302514
MOSER BAY,14100,G,Miscellaneous,57.0159,-154.2523,AK,Apr,12,1997,0,100,-1,-1,-1,0.700517816
DR. BEAVER,20700,G,Lightning,63.621,-156.946,AK,Jun,21,1997,0,100,14.11037657,2.280920502,57.47098002,0.706661509
SIMELS 732,365871,G,Lightning,63.566,-157.2024,AK,Jun,142,1997,0,100,15.7237731,2.131867431,55.05853659,0.709799391
KOKHILA HI,36400,G,Lightning,66.4328,-155.086,AK,Jun,108,1997,0,100,16.08320091,2.66314594,54.46223737,0.676034035
MAGITCHLIE,308120,G,Lightning,63.6327,-158.4191,AK,Jun,128,1997,0,100,-1,-1,-1,0.72321006
MUD FIRE 7,24185,G,Lightning,67.0829,-151.186,AK,Jun,32,1997,0,100,17.63772049,2.517096336,56.25757576,0.634972392
TOUGH/7043,3060,F,Lightning,61.4327,-154.969,AK,Jun,53,1997,0,50,13.75638051,1.949359721,67.27240143,0.692337209
INOWAK,606945,G,Lightning,61.9827,-157.0857,AK,Jun,76,1997,0,100,-1,-1,-1,0.715552751
HAWK RIVER,8640,G,Lightning,62.3409,-161.0024,AK,Jun,91,1997,0,100,15.16978417,1.278273381,45.78705036,0.759809703
GEORGE RIV,101820,G,Lightning,62.2993,-157.2024,AK,Jun,21,1997,0,100,14.62564103,0.971538462,57.49487179,0.715491214
TRAIL,15500,G,Lightning,62.4326,-157.1691,AK,Jun,15,1997,0,100,14.98884758,0.853531599,60.29739777,0.714492132
FORAKER,4220,F,Lightning,63.3328,-151.8023,AK,Jul,33,1997,0,50,15.51336898,2.63368984,73.57865169,0.648902636
REED RIVER,4395,F,Lightning,67.0662,-154.8027,AK,Jul,25,1997,0,50,15.14155381,2.244793153,64.61697575,0.671196008
BIG CREEK,44050,G,Lightning,66.1525,-143.3442,AK,Jul,81,1997,0,100,19.58878505,2.323364486,60.44859813,0.554762677
ROKETALOI,35490,G,Lightning,63.8993,-158.3024,AK,Jul,22,1997,0,100,-1,-1,-1,0.720612761
LOCKWOOD 7,6860,G,Lightning,66.6789,-155.2027,AK,Jul,81,1997,0,100,14.71006513,2.464988152,65.01303318,0.67642834
BREAST/704,6430,G,Lightning,60.1826,-160.1523,AK,Jul,40,1997,0,100,-1,-1,-1,0.762407748
CHINIKLIK,3283,F,Lightning,61.9326,-161.119,AK,Jul,22,1997,0,50,-1,-1,-1,0.763643881
MANY LAKES,47300,G,Lightning,61.7659,-159.5857,AK,Jul,43,1997,0,100,-1,-1,-1,0.746441848
PEACE RIVE,3200,F,Lightning,65.216,-161.4526,AK,Jul,7,1997,0,50,-1,-1,-1,0.747721045
704629,37900,G,Lightning,62.316,-158.6858,AK,Jul,42,1997,0,100,-1,-1,-1,0.732866519
SOONKAKAT,3070,F,Lightning,64.616,-157.5858,AK,Aug,52,1997,0,50,13.10095659,2.975643856,80.60060744,0.709404522
COTTONWD 2,3500,F,Equipment Use,35.3833,-118.7843,CA,May,0,1997,15,50,0,0,0,0.077852504
LOKERN,47000,G,Powerline,35.3944,-119.6232,CA,May,1,1997,15,100,29.89615385,3.519230769,28.88461538,0.095418667
